
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-07-01 12:48:02 /api/leave-requests .................................................................. ~ 1.16ms
  2026-07-01 12:48:02 /api/attendance-time-edit-requests ................................................... ~ 3.01ms
  2026-07-01 12:48:02 /api/notifications ................................................................... ~ 1.92ms
  2026-07-01 12:48:02 /api/chat/unread-summary ............................................................. ~ 1.61ms
  2026-07-01 12:49:02 /api/leave-requests .................................................................. ~ 1.20ms
  2026-07-01 12:49:02 /api/attendance-time-edit-requests ................................................... ~ 3.04ms
  2026-07-01 12:49:02 /api/notifications ................................................................... ~ 1.98ms
  2026-07-01 12:49:03 /api/chat/unread-summary ............................................................. ~ 1.70ms
  2026-07-01 12:50:02 /api/leave-requests .................................................................. ~ 0.25ms
  2026-07-01 12:50:02 /api/attendance-time-edit-requests ................................................... ~ 2.04ms
  2026-07-01 12:50:02 /api/notifications ................................................................... ~ 1.44ms
  2026-07-01 12:50:02 /api/chat/unread-summary ............................................................. ~ 1.86ms
  2026-07-01 12:51:02 /api/leave-requests .................................................................. ~ 1.12ms
  2026-07-01 12:51:02 /api/attendance-time-edit-requests ................................................... ~ 0.10ms
  2026-07-01 12:51:02 /api/notifications ................................................................... ~ 1.23ms
  2026-07-01 12:51:02 /api/chat/unread-summary ............................................................. ~ 1.85ms
  2026-07-01 12:52:02 /api/leave-requests .................................................................. ~ 0.25ms
  2026-07-01 12:52:02 /api/attendance-time-edit-requests ................................................... ~ 2.30ms
  2026-07-01 12:52:02 /api/notifications ................................................................. ~ 514.54ms
  2026-07-01 12:52:03 /api/chat/unread-summary ........................................................... ~ 515.50ms
  2026-07-01 12:53:02 /api/leave-requests .................................................................. ~ 1.38ms
  2026-07-01 12:53:02 /api/attendance-time-edit-requests ................................................... ~ 3.74ms
  2026-07-01 12:53:02 /api/notifications ................................................................... ~ 4.87ms
  2026-07-01 12:53:02 /api/chat/unread-summary ............................................................. ~ 6.83ms
  2026-07-01 12:54:02 /api/leave-requests .................................................................. ~ 1.12ms
  2026-07-01 12:54:02 /api/attendance-time-edit-requests ................................................... ~ 2.96ms
  2026-07-01 12:54:02 /api/notifications ................................................................... ~ 4.07ms
  2026-07-01 12:54:02 /api/chat/unread-summary ............................................................. ~ 5.58ms
  2026-07-01 12:55:02 /api/leave-requests .................................................................. ~ 1.82ms
  2026-07-01 12:55:02 /api/attendance-time-edit-requests ................................................... ~ 3.85ms
  2026-07-01 12:55:02 /api/notifications ................................................................... ~ 4.98ms
  2026-07-01 12:55:02 /api/chat/unread-summary ............................................................. ~ 2.75ms
  2026-07-01 12:56:02 /api/leave-requests .................................................................. ~ 1.10ms
  2026-07-01 12:56:02 /api/attendance-time-edit-requests ................................................... ~ 3.24ms
  2026-07-01 12:56:02 /api/notifications ................................................................... ~ 1.55ms
  2026-07-01 12:56:02 /api/chat/unread-summary ............................................................. ~ 2.01ms
  2026-07-01 12:57:02 /api/leave-requests .................................................................. ~ 1.63ms
  2026-07-01 12:57:02 /api/attendance-time-edit-requests ................................................... ~ 0.13ms
  2026-07-01 12:57:02 /api/notifications ................................................................... ~ 1.26ms
  2026-07-01 12:57:02 /api/chat/unread-summary ............................................................. ~ 1.55ms
  2026-07-01 12:58:02 /api/leave-requests .................................................................. ~ 0.29ms
  2026-07-01 12:58:02 /api/attendance-time-edit-requests ................................................... ~ 0.29ms
  2026-07-01 12:58:02 /api/notifications ................................................................. ~ 510.16ms
  2026-07-01 12:58:03 /api/chat/unread-summary ........................................................... ~ 510.37ms
  2026-07-01 12:59:02 /api/leave-requests .................................................................. ~ 1.37ms
  2026-07-01 12:59:02 /api/attendance-time-edit-requests ................................................... ~ 2.98ms
  2026-07-01 12:59:02 /api/notifications ................................................................... ~ 4.42ms
  2026-07-01 12:59:02 /api/chat/unread-summary ............................................................. ~ 3.61ms
  2026-07-01 13:00:02 /api/leave-requests .................................................................. ~ 1.78ms
  2026-07-01 13:00:02 /api/attendance-time-edit-requests ................................................... ~ 0.13ms
  2026-07-01 13:00:02 /api/notifications ................................................................... ~ 1.27ms
  2026-07-01 13:00:02 /api/chat/unread-summary ............................................................. ~ 1.55ms
  2026-07-01 13:01:02 /api/leave-requests .................................................................. ~ 0.64ms
  2026-07-01 13:01:02 /api/attendance-time-edit-requests ................................................... ~ 2.57ms
  2026-07-01 13:01:03 /api/notifications ................................................................. ~ 513.32ms
  2026-07-01 13:01:03 /api/chat/unread-summary ........................................................... ~ 513.46ms
  2026-07-01 13:02:02 /api/leave-requests .................................................................. ~ 1.38ms
  2026-07-01 13:02:02 /api/attendance-time-edit-requests ................................................... ~ 3.36ms
  2026-07-01 13:02:02 /api/notifications ................................................................... ~ 1.33ms
  2026-07-01 13:02:02 /api/chat/unread-summary ............................................................. ~ 1.72ms
  2026-07-01 13:03:02 /api/leave-requests .................................................................. ~ 0.40ms
  2026-07-01 13:03:02 /api/attendance-time-edit-requests ................................................. ~ 511.05ms
  2026-07-01 13:03:02 /api/notifications ................................................................. ~ 512.35ms
  2026-07-01 13:03:02 /api/chat/unread-summary ............................................................. ~ 2.26ms
  2026-07-01 13:04:02 /api/leave-requests .................................................................. ~ 0.40ms
  2026-07-01 13:04:02 /api/attendance-time-edit-requests ................................................... ~ 0.11ms
  2026-07-01 13:04:02 /api/notifications ................................................................... ~ 1.81ms
  2026-07-01 13:04:03 /api/chat/unread-summary ............................................................. ~ 1.75ms
  2026-07-01 13:05:02 /api/leave-requests .................................................................. ~ 0.27ms
  2026-07-01 13:05:02 /api/attendance-time-edit-requests ................................................... ~ 1.91ms
  2026-07-01 13:05:02 /api/notifications ................................................................... ~ 3.01ms
  2026-07-01 13:05:02 /api/chat/unread-summary ............................................................. ~ 3.15ms
  2026-07-01 13:06:02 /api/leave-requests .................................................................. ~ 0.34ms
  2026-07-01 13:06:02 /api/attendance-time-edit-requests ................................................... ~ 1.95ms
  2026-07-01 13:06:02 /api/notifications ................................................................... ~ 3.09ms
  2026-07-01 13:06:02 /api/chat/unread-summary ............................................................. ~ 4.74ms
  2026-07-01 13:07:02 /api/leave-requests .................................................................. ~ 0.97ms
  2026-07-01 13:07:02 /api/attendance-time-edit-requests ................................................... ~ 2.85ms
  2026-07-01 13:07:02 /api/notifications ................................................................... ~ 4.20ms
  2026-07-01 13:07:02 /api/chat/unread-summary ............................................................. ~ 3.26ms
  2026-07-01 13:08:02 /api/leave-requests .................................................................. ~ 0.37ms
  2026-07-01 13:08:02 /api/attendance-time-edit-requests ................................................... ~ 2.18ms
  2026-07-01 13:08:02 /api/notifications ................................................................... ~ 1.33ms
  2026-07-01 13:08:02 /api/chat/unread-summary ............................................................. ~ 2.13ms
  2026-07-01 13:09:02 /api/leave-requests .................................................................. ~ 1.12ms
  2026-07-01 13:09:02 /api/attendance-time-edit-requests ................................................... ~ 0.10ms
  2026-07-01 13:09:02 /api/notifications ................................................................... ~ 1.47ms
  2026-07-01 13:09:02 /api/chat/unread-summary ............................................................. ~ 1.89ms
  2026-07-01 13:10:02 /api/leave-requests .................................................................. ~ 1.16ms
  2026-07-01 13:10:02 /api/attendance-time-edit-requests ................................................... ~ 2.73ms
  2026-07-01 13:10:03 /api/notifications ................................................................... ~ 1.52ms
  2026-07-01 13:10:03 /api/chat/unread-summary ............................................................. ~ 2.03ms
  2026-07-01 13:11:02 /api/leave-requests .................................................................. ~ 1.17ms
  2026-07-01 13:11:02 /api/attendance-time-edit-requests ................................................... ~ 0.10ms
  2026-07-01 13:11:02 /api/notifications ................................................................... ~ 1.45ms
  2026-07-01 13:11:02 /api/chat/unread-summary ............................................................. ~ 1.96ms
  2026-07-01 13:12:02 /api/leave-requests .................................................................. ~ 1.10ms
  2026-07-01 13:12:02 /api/attendance-time-edit-requests ................................................... ~ 0.14ms
  2026-07-01 13:12:02 /api/notifications ................................................................... ~ 1.25ms
  2026-07-01 13:12:02 /api/chat/unread-summary ............................................................. ~ 1.95ms
  2026-07-01 13:13:02 /api/leave-requests .................................................................. ~ 0.99ms
  2026-07-01 13:13:02 /api/attendance-time-edit-requests ................................................... ~ 3.01ms
  2026-07-01 13:13:02 /api/notifications ................................................................... ~ 1.25ms
  2026-07-01 13:13:03 /api/chat/unread-summary ............................................................. ~ 1.71ms
  2026-07-01 13:14:02 /api/leave-requests .................................................................. ~ 0.30ms
  2026-07-01 13:14:02 /api/attendance-time-edit-requests ................................................... ~ 0.21ms
  2026-07-01 13:14:02 /api/notifications ................................................................... ~ 1.45ms
  2026-07-01 13:14:02 /api/chat/unread-summary ............................................................. ~ 1.99ms
  2026-07-01 13:15:02 /api/leave-requests .................................................................. ~ 0.26ms
  2026-07-01 13:15:02 /api/attendance-time-edit-requests ................................................... ~ 1.90ms
  2026-07-01 13:15:02 /api/notifications ................................................................... ~ 2.08ms
  2026-07-01 13:15:02 /api/chat/unread-summary ............................................................. ~ 1.68ms
  2026-07-01 13:16:02 /api/leave-requests ................................................................ ~ 512.79ms
  2026-07-01 13:16:02 /api/attendance-time-edit-requests ................................................. ~ 515.03ms
  2026-07-01 13:16:02 /api/notifications ................................................................. ~ 516.11ms
  2026-07-01 13:16:02 /api/chat/unread-summary ........................................................... ~ 517.54ms
  2026-07-01 13:17:02 /api/leave-requests .................................................................. ~ 0.30ms
  2026-07-01 13:17:02 /api/attendance-time-edit-requests ................................................... ~ 2.16ms
  2026-07-01 13:17:02 /api/notifications ................................................................... ~ 3.71ms
  2026-07-01 13:17:02 /api/chat/unread-summary ............................................................. ~ 3.59ms
  2026-07-01 13:18:02 /api/leave-requests .................................................................. ~ 1.13ms
  2026-07-01 13:18:02 /api/attendance-time-edit-requests ................................................... ~ 2.73ms
  2026-07-01 13:18:02 /api/notifications ................................................................... ~ 3.85ms
  2026-07-01 13:18:02 /api/chat/unread-summary ............................................................. ~ 5.35ms
  2026-07-01 13:19:02 /api/leave-requests .................................................................. ~ 0.33ms
  2026-07-01 13:19:03 /api/attendance-time-edit-requests ................................................... ~ 0.10ms
  2026-07-01 13:19:03 /api/notifications ................................................................... ~ 1.27ms
  2026-07-01 13:19:03 /api/chat/unread-summary ............................................................. ~ 2.40ms
  2026-07-01 13:20:02 /api/leave-requests .................................................................. ~ 1.08ms
  2026-07-01 13:20:02 /api/attendance-time-edit-requests ................................................... ~ 0.11ms
  2026-07-01 13:20:02 /api/notifications ................................................................... ~ 1.25ms
  2026-07-01 13:20:02 /api/chat/unread-summary ............................................................. ~ 1.91ms
  2026-07-01 13:21:02 /api/leave-requests ................................................................ ~ 512.62ms
  2026-07-01 13:21:02 /api/attendance-time-edit-requests ................................................... ~ 0.12ms
  2026-07-01 13:21:02 /api/notifications ................................................................... ~ 1.58ms
  2026-07-01 13:21:02 /api/chat/unread-summary ............................................................. ~ 1.95ms
  2026-07-01 13:22:02 /api/leave-requests .................................................................. ~ 0.27ms
  2026-07-01 13:22:02 /api/attendance-time-edit-requests ................................................... ~ 2.06ms
  2026-07-01 13:22:02 /api/notifications ................................................................... ~ 1.61ms
  2026-07-01 13:22:03 /api/chat/unread-summary ............................................................. ~ 1.79ms
  2026-07-01 13:23:02 /api/leave-requests .................................................................. ~ 0.30ms
  2026-07-01 13:23:02 /api/attendance-time-edit-requests ................................................. ~ 503.73ms
  2026-07-01 13:23:02 /api/notifications ................................................................. ~ 505.19ms
  2026-07-01 13:23:02 /api/chat/unread-summary ........................................................... ~ 504.71ms
  2026-07-01 13:24:02 /api/leave-requests .................................................................. ~ 1.16ms
  2026-07-01 13:24:02 /api/attendance-time-edit-requests ................................................... ~ 0.09ms
  2026-07-01 13:24:02 /api/notifications ................................................................... ~ 1.79ms
  2026-07-01 13:24:02 /api/chat/unread-summary ............................................................. ~ 1.81ms
  2026-07-01 13:25:02 /api/leave-requests ................................................................ ~ 515.44ms
  2026-07-01 13:25:02 /api/attendance-time-edit-requests ................................................... ~ 0.11ms
  2026-07-01 13:25:02 /api/notifications ................................................................... ~ 1.30ms
  2026-07-01 13:25:02 /api/chat/unread-summary ............................................................. ~ 1.91ms
  2026-07-01 13:25:03 /api/leave-requests .................................................................. ~ 1.57ms
  2026-07-01 13:25:03 /api/attendance-time-edit-requests ................................................... ~ 1.55ms
  2026-07-01 13:25:03 /api/notifications ................................................................... ~ 1.32ms
  2026-07-01 13:25:03 /api/chat/unread-summary ............................................................. ~ 2.23ms
  2026-07-01 13:26:02 /api/leave-requests .................................................................. ~ 0.29ms
  2026-07-01 13:26:02 /api/attendance-time-edit-requests ................................................... ~ 1.92ms
  2026-07-01 13:26:02 /api/notifications ................................................................... ~ 1.75ms
  2026-07-01 13:26:02 /api/chat/unread-summary ............................................................. ~ 2.02ms
  2026-07-01 13:27:02 /api/leave-requests ................................................................ ~ 501.50ms
  2026-07-01 13:27:02 /api/attendance-time-edit-requests ................................................. ~ 503.12ms
  2026-07-01 13:27:02 /api/notifications ................................................................. ~ 504.26ms
  2026-07-01 13:27:02 /api/chat/unread-summary ........................................................... ~ 506.04ms
  2026-07-01 13:28:02 /api/leave-requests .................................................................. ~ 1.02ms
  2026-07-01 13:28:02 /api/attendance-time-edit-requests ................................................... ~ 2.56ms
  2026-07-01 13:28:02 /api/notifications ................................................................... ~ 4.03ms
  2026-07-01 13:28:02 /api/chat/unread-summary ............................................................. ~ 5.64ms
  2026-07-01 13:29:02 /api/leave-requests .................................................................. ~ 0.96ms
  2026-07-01 13:29:02 /api/attendance-time-edit-requests ................................................... ~ 2.42ms
  2026-07-01 13:29:02 /api/notifications ................................................................... ~ 3.48ms
  2026-07-01 13:29:02 /api/chat/unread-summary ............................................................. ~ 5.46ms
  2026-07-01 13:30:02 /api/leave-requests .................................................................. ~ 0.80ms
  2026-07-01 13:30:02 /api/attendance-time-edit-requests ................................................... ~ 2.71ms
  2026-07-01 13:30:02 /api/notifications ................................................................... ~ 1.41ms
  2026-07-01 13:30:02 /api/chat/unread-summary ............................................................. ~ 1.57ms
  2026-07-01 13:31:02 /api/leave-requests .................................................................. ~ 1.15ms
  2026-07-01 13:31:02 /api/attendance-time-edit-requests ................................................... ~ 3.07ms
  2026-07-01 13:31:02 /api/notifications ................................................................... ~ 4.17ms
  2026-07-01 13:31:02 /api/chat/unread-summary ............................................................. ~ 3.16ms
  2026-07-01 13:32:02 /api/leave-requests .................................................................. ~ 0.49ms
  2026-07-01 13:32:02 /api/attendance-time-edit-requests ................................................... ~ 0.11ms
  2026-07-01 13:32:02 /api/notifications ................................................................... ~ 1.38ms
  2026-07-01 13:32:02 /api/chat/unread-summary ............................................................. ~ 2.05ms
  2026-07-01 13:33:02 /api/leave-requests ................................................................ ~ 514.00ms
  2026-07-01 13:33:02 /api/attendance-time-edit-requests ................................................. ~ 516.15ms
  2026-07-01 13:33:02 /api/notifications ................................................................... ~ 1.83ms
  2026-07-01 13:33:02 /api/chat/unread-summary ............................................................. ~ 1.67ms
  2026-07-01 13:34:02 /api/leave-requests .................................................................. ~ 1.07ms
  2026-07-01 13:34:02 /api/attendance-time-edit-requests ................................................... ~ 2.61ms
  2026-07-01 13:34:02 /api/notifications ................................................................... ~ 3.94ms
  2026-07-01 13:34:02 /api/chat/unread-summary ............................................................. ~ 5.95ms
  2026-07-01 13:35:02 /api/leave-requests .................................................................. ~ 0.27ms
  2026-07-01 13:35:02 /api/attendance-time-edit-requests ................................................... ~ 1.79ms
  2026-07-01 13:35:02 /api/notifications ................................................................... ~ 3.41ms
  2026-07-01 13:35:02 /api/chat/unread-summary ............................................................. ~ 4.99ms
  2026-07-01 13:36:02 /api/leave-requests .................................................................. ~ 0.32ms
  2026-07-01 13:36:02 /api/attendance-time-edit-requests ................................................... ~ 2.18ms
  2026-07-01 13:36:02 /api/notifications ................................................................... ~ 1.49ms
  2026-07-01 13:36:02 /api/chat/unread-summary ............................................................. ~ 1.51ms
  2026-07-01 13:37:02 /api/leave-requests ................................................................ ~ 514.96ms
  2026-07-01 13:37:02 /api/attendance-time-edit-requests ................................................. ~ 516.52ms
  2026-07-01 13:37:03 /api/notifications ................................................................... ~ 0.08ms
  2026-07-01 13:37:03 /api/chat/unread-summary ............................................................. ~ 1.92ms
  2026-07-01 13:38:02 /api/leave-requests .................................................................. ~ 0.98ms
  2026-07-01 13:38:02 /api/attendance-time-edit-requests ................................................... ~ 2.56ms
  2026-07-01 13:38:02 /api/notifications ................................................................... ~ 4.02ms
  2026-07-01 13:38:02 /api/chat/unread-summary ............................................................. ~ 3.29ms
  2026-07-01 13:39:02 /api/leave-requests ................................................................ ~ 517.19ms
  2026-07-01 13:39:02 /api/attendance-time-edit-requests ................................................. ~ 519.07ms
  2026-07-01 13:39:02 /api/notifications ................................................................... ~ 0.11ms
  2026-07-01 13:39:02 /api/chat/unread-summary ............................................................. ~ 1.60ms
  2026-07-01 13:40:02 /api/leave-requests .................................................................. ~ 1.01ms
  2026-07-01 13:40:02 /api/attendance-time-edit-requests ................................................... ~ 0.17ms
  2026-07-01 13:40:02 /api/notifications ................................................................... ~ 1.91ms
  2026-07-01 13:40:03 /api/chat/unread-summary ............................................................. ~ 1.80ms
  2026-07-01 13:41:02 /api/leave-requests .................................................................. ~ 1.13ms
  2026-07-01 13:41:02 /api/attendance-time-edit-requests ................................................... ~ 2.65ms
  2026-07-01 13:41:02 /api/notifications ................................................................... ~ 3.75ms
  2026-07-01 13:41:02 /api/chat/unread-summary ............................................................. ~ 5.15ms
  2026-07-01 13:42:02 /api/leave-requests .................................................................. ~ 0.27ms
  2026-07-01 13:42:02 /api/attendance-time-edit-requests ................................................... ~ 1.90ms
  2026-07-01 13:42:02 /api/notifications ................................................................... ~ 3.33ms
  2026-07-01 13:42:02 /api/chat/unread-summary ............................................................. ~ 5.01ms
  2026-07-01 13:43:02 /api/leave-requests .................................................................. ~ 0.32ms
  2026-07-01 13:43:02 /api/attendance-time-edit-requests ................................................. ~ 518.08ms
  2026-07-01 13:43:02 /api/notifications ................................................................. ~ 517.51ms
  2026-07-01 13:43:03 /api/chat/unread-summary ............................................................. ~ 2.14ms
  2026-07-01 13:44:02 /api/leave-requests .................................................................. ~ 0.93ms
  2026-07-01 13:44:02 /api/attendance-time-edit-requests ................................................... ~ 3.03ms
  2026-07-01 13:44:02 /api/notifications ................................................................... ~ 4.22ms
  2026-07-01 13:44:02 /api/chat/unread-summary ............................................................. ~ 5.76ms
  2026-07-01 13:45:02 /api/leave-requests .................................................................. ~ 1.11ms
  2026-07-01 13:45:02 /api/attendance-time-edit-requests ................................................... ~ 2.81ms
  2026-07-01 13:45:02 /api/notifications ................................................................... ~ 3.88ms
  2026-07-01 13:45:02 /api/chat/unread-summary ............................................................. ~ 5.30ms
  2026-07-01 13:46:02 /api/leave-requests .................................................................. ~ 1.01ms
  2026-07-01 13:46:02 /api/attendance-time-edit-requests ................................................... ~ 2.74ms
  2026-07-01 13:46:02 /api/notifications ................................................................... ~ 4.17ms
  2026-07-01 13:46:02 /api/chat/unread-summary ............................................................. ~ 5.80ms
  2026-07-01 13:47:02 /api/leave-requests .................................................................. ~ 0.36ms
  2026-07-01 13:47:02 /api/attendance-time-edit-requests ................................................... ~ 2.65ms
  2026-07-01 13:47:02 /api/notifications ................................................................... ~ 3.99ms
  2026-07-01 13:47:02 /api/chat/unread-summary ............................................................. ~ 3.23ms
  2026-07-01 13:48:02 /api/leave-requests .................................................................. ~ 0.96ms
  2026-07-01 13:48:02 /api/attendance-time-edit-requests ................................................... ~ 2.63ms
  2026-07-01 13:48:02 /api/notifications ................................................................... ~ 1.74ms
  2026-07-01 13:48:02 /api/chat/unread-summary ............................................................. ~ 1.72ms
  2026-07-01 13:49:02 /api/leave-requests ................................................................ ~ 501.51ms
  2026-07-01 13:49:02 /api/attendance-time-edit-requests ................................................... ~ 0.10ms
  2026-07-01 13:49:02 /api/notifications ................................................................... ~ 1.23ms
  2026-07-01 13:49:03 /api/chat/unread-summary ............................................................. ~ 1.86ms
  2026-07-01 13:50:02 /api/leave-requests .................................................................. ~ 1.18ms
  2026-07-01 13:50:02 /api/attendance-time-edit-requests ................................................... ~ 0.09ms
  2026-07-01 13:50:02 /api/notifications ................................................................... ~ 1.58ms
  2026-07-01 13:50:02 /api/chat/unread-summary ............................................................. ~ 1.70ms
  2026-07-01 13:51:02 /api/leave-requests .................................................................. ~ 1.14ms
  2026-07-01 13:51:02 /api/attendance-time-edit-requests ................................................... ~ 0.23ms
  2026-07-01 13:51:02 /api/notifications ................................................................... ~ 1.48ms
  2026-07-01 13:51:02 /api/chat/unread-summary ............................................................. ~ 1.67ms
  2026-07-01 13:52:02 /api/leave-requests .................................................................. ~ 0.37ms
  2026-07-01 13:52:02 /api/attendance-time-edit-requests ................................................... ~ 2.13ms
  2026-07-01 13:52:02 /api/notifications ................................................................. ~ 514.25ms
  2026-07-01 13:52:02 /api/chat/unread-summary ........................................................... ~ 516.26ms
  2026-07-01 13:53:02 /api/leave-requests .................................................................. ~ 1.31ms
  2026-07-01 13:53:02 /api/attendance-time-edit-requests ................................................... ~ 2.92ms
  2026-07-01 13:53:02 /api/notifications ................................................................... ~ 1.22ms
  2026-07-01 13:53:02 /api/chat/unread-summary ............................................................. ~ 1.95ms
  2026-07-01 13:54:02 /api/leave-requests .................................................................. ~ 0.33ms
  2026-07-01 13:54:02 /api/attendance-time-edit-requests ................................................... ~ 1.95ms
  2026-07-01 13:54:02 /api/notifications ................................................................... ~ 1.24ms
  2026-07-01 13:54:02 /api/chat/unread-summary ............................................................. ~ 1.74ms
  2026-07-01 13:55:02 /api/leave-requests .................................................................. ~ 1.13ms
  2026-07-01 13:55:02 /api/attendance-time-edit-requests ................................................... ~ 3.03ms
  2026-07-01 13:55:02 /api/notifications ................................................................... ~ 4.33ms
  2026-07-01 13:55:02 /api/chat/unread-summary ............................................................. ~ 6.04ms
  2026-07-01 13:56:02 /api/leave-requests .................................................................. ~ 0.25ms
  2026-07-01 13:56:02 /api/attendance-time-edit-requests ................................................. ~ 515.79ms
  2026-07-01 13:56:02 /api/notifications ................................................................. ~ 517.08ms
  2026-07-01 13:56:02 /api/chat/unread-summary ........................................................... ~ 516.73ms
  2026-07-01 13:57:02 /api/leave-requests .................................................................. ~ 1.07ms
  2026-07-01 13:57:02 /api/attendance-time-edit-requests ................................................... ~ 2.76ms
  2026-07-01 13:57:02 /api/notifications ................................................................... ~ 3.90ms
  2026-07-01 13:57:02 /api/chat/unread-summary ............................................................. ~ 5.29ms
  2026-07-01 13:58:02 /api/leave-requests .................................................................. ~ 0.36ms
  2026-07-01 13:58:02 /api/attendance-time-edit-requests ................................................. ~ 505.10ms
  2026-07-01 13:58:02 /api/notifications ................................................................. ~ 506.25ms
  2026-07-01 13:58:02 /api/chat/unread-summary ........................................................... ~ 506.49ms
  2026-07-01 13:59:02 /api/leave-requests .................................................................. ~ 1.08ms
  2026-07-01 13:59:02 /api/attendance-time-edit-requests ................................................... ~ 3.28ms
  2026-07-01 13:59:02 /api/notifications ................................................................... ~ 1.21ms
  2026-07-01 13:59:02 /api/chat/unread-summary ............................................................. ~ 1.68ms
  2026-07-01 14:00:02 /api/leave-requests .................................................................. ~ 0.27ms
  2026-07-01 14:00:02 /api/attendance-time-edit-requests ................................................. ~ 515.66ms
  2026-07-01 14:00:02 /api/notifications ................................................................. ~ 515.01ms
  2026-07-01 14:00:02 /api/chat/unread-summary ............................................................. ~ 1.71ms
  2026-07-01 14:01:02 /api/leave-requests .................................................................. ~ 1.18ms
  2026-07-01 14:01:02 /api/attendance-time-edit-requests ................................................... ~ 2.76ms
  2026-07-01 14:01:02 /api/notifications ................................................................... ~ 3.85ms
  2026-07-01 14:01:02 /api/chat/unread-summary ............................................................. ~ 3.02ms
  2026-07-01 14:02:02 /api/leave-requests .................................................................. ~ 0.96ms
  2026-07-01 14:02:02 /api/attendance-time-edit-requests ................................................... ~ 0.12ms
  2026-07-01 14:02:02 /api/notifications ................................................................... ~ 1.45ms
  2026-07-01 14:02:02 /api/chat/unread-summary ............................................................. ~ 1.67ms
  2026-07-01 14:03:02 /api/leave-requests .................................................................. ~ 1.14ms
  2026-07-01 14:03:02 /api/attendance-time-edit-requests ................................................... ~ 2.66ms
  2026-07-01 14:03:02 /api/notifications ................................................................... ~ 1.52ms
  2026-07-01 14:03:02 /api/chat/unread-summary ............................................................. ~ 2.06ms
  2026-07-01 14:04:02 /api/leave-requests .................................................................. ~ 0.36ms
  2026-07-01 14:04:02 /api/attendance-time-edit-requests ................................................. ~ 511.81ms
  2026-07-01 14:04:02 /api/notifications ................................................................. ~ 513.00ms
  2026-07-01 14:04:03 /api/chat/unread-summary ............................................................. ~ 2.13ms
  2026-07-01 14:04:40 /api/leave-requests .................................................................. ~ 1.22ms
  2026-07-01 14:04:40 /api/attendance-time-edit-requests .................................................. ~ 23.62ms
  2026-07-01 14:04:40 /api/notifications ................................................................... ~ 4.67ms
  2026-07-01 14:04:40 /api/chat/unread-summary ............................................................. ~ 4.65ms
  2026-07-01 14:04:42 /api/auth/me ......................................................................... ~ 0.26ms
  2026-07-01 14:04:42 /api/auth/me ......................................................................... ~ 0.15ms
  2026-07-01 14:04:42 /api/auth/me ......................................................................... ~ 2.20ms
  2026-07-01 14:04:43 /api/auth/me ......................................................................... ~ 0.12ms
  2026-07-01 14:04:43 /api/payroll/pay-groups/3/employees .................................................. ~ 0.10ms
  2026-07-01 14:04:43 /api/leave-requests .................................................................. ~ 0.20ms
  2026-07-01 14:04:43 /api/attendance-time-edit-requests ................................................... ~ 2.21ms
  2026-07-01 14:04:43 /api/notifications ................................................................... ~ 2.13ms
  2026-07-01 14:04:43 /api/chat/unread-summary ............................................................. ~ 1.99ms
  2026-07-01 14:04:43 /api/users ........................................................................... ~ 2.12ms
  2026-07-01 14:04:43 /api/users ........................................................................... ~ 2.35ms
  2026-07-01 14:04:43 /api/payroll/pay-groups/3/employees ................................................ ~ 519.62ms
  2026-07-01 14:04:43 /api/leave-requests ................................................................ ~ 517.97ms
  2026-07-01 14:04:43 /api/attendance-time-edit-requests ................................................... ~ 1.61ms
  2026-07-01 14:04:43 /api/notifications ................................................................... ~ 1.79ms
  2026-07-01 14:04:43 /api/chat/unread-summary ............................................................. ~ 1.73ms
  2026-07-01 14:04:43 /api/users ........................................................................... ~ 2.02ms
  2026-07-01 14:04:43 /api/users ........................................................................... ~ 0.17ms
  2026-07-01 14:04:51 /api/leave-requests .................................................................. ~ 1.93ms
  2026-07-01 14:04:51 /api/attendance-time-edit-requests ................................................... ~ 4.87ms
  2026-07-01 14:04:51 /api/notifications ................................................................... ~ 6.22ms
  2026-07-01 14:04:51 /api/chat/unread-summary ............................................................. ~ 3.42ms
  2026-07-01 14:04:59 /api/leave-requests .................................................................. ~ 0.23ms
  2026-07-01 14:04:59 /api/attendance-time-edit-requests ................................................. ~ 512.81ms
  2026-07-01 14:04:59 /api/notifications ................................................................. ~ 513.47ms
  2026-07-01 14:04:59 /api/chat/unread-summary ............................................................. ~ 4.74ms
  2026-07-01 14:05:07 /api/leave-requests .................................................................. ~ 1.57ms
  2026-07-01 14:05:07 /api/attendance-time-edit-requests ................................................... ~ 5.21ms
  2026-07-01 14:05:07 /api/notifications ................................................................... ~ 6.52ms
  2026-07-01 14:05:07 /api/chat/unread-summary ............................................................. ~ 2.96ms
  2026-07-01 14:05:15 /api/leave-requests .................................................................. ~ 1.44ms
  2026-07-01 14:05:15 /api/attendance-time-edit-requests ................................................... ~ 6.50ms
  2026-07-01 14:05:15 /api/notifications ................................................................... ~ 8.75ms
  2026-07-01 14:05:15 /api/chat/unread-summary ............................................................. ~ 5.59ms
  2026-07-01 14:05:23 /api/leave-requests .................................................................. ~ 0.66ms
  2026-07-01 14:05:23 /api/attendance-time-edit-requests ................................................... ~ 2.36ms
  2026-07-01 14:05:23 /api/notifications ................................................................. ~ 518.08ms
